Row ID,Order Date,Customer Name,Segment,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount
647,4/1/2016,Barry Blumstein,Corporate,Arizona,Office Supplies,Fasteners,Staples,31.56,5,0.2
648,4/1/2016,Barry Blumstein,Corporate,Arizona,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,2,0.2
649,12/11/2016,Anthony Rawles,Corporate,Washington,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0
650,12/11/2016,Anthony Rawles,Corporate,Washington,Technology,Phones,AT&T TR1909W,302.376,3,0.2
651,12/11/2016,Anthony Rawles,Corporate,Washington,Technology,Accessories,First Data FD10 PIN Pad,316,4,0
652,10/23/2016,Steven Roelle,Home Office,New York,Office Supplies,Paper,Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate,379.4,10,0
653,6/19/2017,Allen Rosenblatt,Corporate,New York,Office Supplies,Paper,Xerox 1943,97.82,2,0
654,6/19/2017,Allen Rosenblatt,Corporate,New York,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,8,0
655,8/22/2016,Craig Reiter,Consumer,Ohio,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,0.2
656,8/22/2016,Craig Reiter,Consumer,Ohio,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,0.7
657,8/22/2016,Craig Reiter,Consumer,Ohio,Office Supplies,Envelopes,Airmail Envelopes,134.288,2,0.2
658,9/19/2016,Eugene Hildebrand,Home Office,Illinois,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3
659,9/19/2016,Eugene Hildebrand,Home Office,Illinois,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2.308,2,0.8
660,8/24/2015,Cassandra Brandow,Consumer,Texas,Office Supplies,Storage,Hot File 7-Pocket, Floor Stand,999.432,7,0.2
661,8/24/2015,Cassandra Brandow,Consumer,Texas,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,14,0.2
662,8/24/2015,Cassandra Brandow,Consumer,Texas,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,0.3
663,8/24/2015,Cassandra Brandow,Consumer,Texas,Office Supplies,Binders,Avery Durable Plastic 1" Binders,2.724,3,0.8
664,3/26/2016,Sibella Parks,Corporate,New York,Office Supplies,Storage,Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h,459.95,5,0
665,11/4/2016,Roy Collins,Consumer,Kentucky,Office Supplies,Fasteners,OIC Colored Binder Clips, Assorted Sizes,10.74,3,0
666,6/8/2017,Tiffany House,Corporate,Texas,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,0.2
667,6/8/2017,Tiffany House,Corporate,Texas,Office Supplies,Paper,Easy-staple paper,85.056,3,0.2
668,6/8/2017,Tiffany House,Corporate,Texas,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576,3,0.2
669,12/24/2014,Resi Pölking,Consumer,Ohio,Furniture,Furnishings,Master Giant Foot Doorstop, Safety Yellow,30.36,5,0.2
670,6/9/2017,Meg O'Connel,Home Office,Illinois,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6
671,6/9/2017,Meg O'Connel,Home Office,Illinois,Furniture,Tables,Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base,108.925,1,0.5
672,6/9/2017,Meg O'Connel,Home Office,Illinois,Office Supplies,Paper,Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 200/Messages,36.352,8,0.2
673,6/15/2017,Tamara Dahlen,Consumer,Illinois,Office Supplies,Art,Newell 331,19.56,5,0.2
674,12/5/2017,Rob Beeghly,Consumer,Indiana,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0
675,12/5/2017,Rob Beeghly,Consumer,Indiana,Office Supplies,Paper,Southworth 100% Résumé Paper, 24lb.,38.9,5,0
676,12/5/2017,Rob Beeghly,Consumer,Indiana,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0
677,3/18/2017,Carol Darley,Consumer,Texas,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688,3,0.8
678,3/18/2017,Carol Darley,Consumer,Texas,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack,27.816,3,0.2
679,3/18/2017,Carol Darley,Consumer,Texas,Furniture,Furnishings,Howard Miller 13-1/2" Diameter Rosebrook Wall Clock,82.524,3,0.6
680,3/18/2017,Carol Darley,Consumer,Texas,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8
681,11/19/2016,Doug Jacobs,Consumer,New York,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2
682,11/19/2016,Doug Jacobs,Consumer,New York,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0
683,11/19/2016,Doug Jacobs,Consumer,New York,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,0
684,11/4/2017,Grant Thornton,Corporate,North Carolina,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,0.5
685,11/4/2017,Grant Thornton,Corporate,North Carolina,Office Supplies,Appliances,Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red,167.44,2,0.2
686,7/5/2014,Michael Chen,Consumer,Mississippi,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0
687,7/5/2014,Michael Chen,Consumer,Mississippi,Office Supplies,Labels,Avery 516,14.62,2,0
688,7/5/2014,Michael Chen,Consumer,Mississippi,Office Supplies,Paper,Xerox 1995,19.44,3,0
689,12/25/2017,Ralph Arnett,Consumer,New York,Furniture,Bookcases,Bush Andora Bookcase, Maple/Graphite Gray Finish,191.984,2,0.2
690,6/21/2014,Naresj Patel,Consumer,Virginia,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0
691,6/21/2014,Naresj Patel,Consumer,Virginia,Technology,Phones,Konftel 250 Conference phone - Charcoal black,284.82,1,0
692,6/21/2014,Naresj Patel,Consumer,Virginia,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,36.84,3,0
693,3/28/2015,Alan Barnes,Consumer,California,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0
694,3/28/2015,Alan Barnes,Consumer,California,Office Supplies,Paper,Xerox 1977,33.4,5,0
695,5/14/2015,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Art,Boston School Pro Electric Pencil Sharpener, 1670,198.272,8,0.2
696,5/14/2015,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Labels,Avery 490,47.36,4,0.2
697,5/14/2015,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2
698,5/14/2015,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Labels,Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White,97.696,4,0.2
699,5/14/2015,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Art,Binney & Smith Crayola Metallic Crayons, 16-Color Pack,2.696,1,0.2
700,5/14/2015,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,0.7
701,5/14/2015,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7
702,9/2/2017,Dorris liebe,Corporate,Ohio,Furniture,Furnishings,Eldon 200 Class Desk Accessories, Burgundy,15.072,3,0.2
703,11/4/2016,Alejandro Savely,Corporate,Washington,Furniture,Furnishings,Tenex "The Solids" Textured Chair Mats,209.88,3,0
704,4/9/2015,Jay Kimmel,Consumer,California,Furniture,Tables,Laminate Occasional Tables,369.912,3,0.2
705,9/12/2014,Brad Norvell,Corporate,North Carolina,Office Supplies,Paper,Xerox 220,10.368,2,0.2
706,9/12/2014,Brad Norvell,Corporate,North Carolina,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,0.2
707,9/12/2014,Brad Norvell,Corporate,North Carolina,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.216,1,0.2
708,12/2/2014,David Philippe,Consumer,New York,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,0
709,12/2/2014,David Philippe,Consumer,New York,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,0.2
710,12/2/2014,David Philippe,Consumer,New York,Office Supplies,Binders,Angle-D Binders with Locking Rings, Label Holders,46.72,8,0.2
711,4/5/2014,Tracy Hopkins,Home Office,New York,Office Supplies,Paper,Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box,55.48,1,0
712,9/3/2017,Arthur Prichep,Consumer,Florida,Office Supplies,Envelopes,#10- 4 1/8" x 9 1/2" Security-Tint Envelopes,24.448,4,0.2
713,5/19/2017,Roland Schwarz,Corporate,New York,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,6,0
714,5/19/2017,Roland Schwarz,Corporate,New York,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0
715,5/19/2017,Roland Schwarz,Corporate,New York,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,3,0
716,7/1/2014,Dorris liebe,Corporate,Washington,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92,5,0.2
717,1/11/2014,Seth Vernon,Consumer,Delaware,Furniture,Furnishings,DAX Value U-Channel Document Frames, Easel Back,9.94,2,0
718,9/24/2017,Kelly Collister,Consumer,Ohio,Furniture,Furnishings,Howard Miller 13" Diameter Pewter Finish Round Wall Clock,103.056,3,0.2
719,6/2/2014,Christine Kargatis,Home Office,Utah,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,0.2
720,6/2/2014,Christine Kargatis,Home Office,Utah,Furniture,Furnishings,Aluminum Document Frame,73.32,6,0
721,2/13/2016,Ross DeVincentis,Home Office,California,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0
722,12/15/2016,Michael Paige,Corporate,Michigan,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,3,0
723,12/15/2016,Michael Paige,Corporate,Michigan,Office Supplies,Storage,Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16,296.37,3,0
724,10/7/2014,Mathew Reese,Home Office,Pennsylvania,Furniture,Furnishings,Seth Thomas 16" Steel Case Clock,129.92,5,0.2
725,7/7/2016,Steve Chapman,Corporate,Florida,Office Supplies,Supplies,Acme Softgrip Scissors,45.584,7,0.2
726,9/16/2017,Jay Fein,Consumer,Texas,Office Supplies,Envelopes,Manila Recycled Extra-Heavyweight Clasp Envelopes, 6" x 9",17.568,2,0.2
727,9/16/2017,Jay Fein,Consumer,Texas,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992,1,0.2
728,12/3/2016,Emily Grady,Consumer,New York,Office Supplies,Paper,Xerox 1964,182.72,8,0
729,12/3/2016,Emily Grady,Consumer,New York,Furniture,Tables,Bevis Traditional Conference Table Top, Plinth Base,400.032,2,0.4
730,12/3/2016,Emily Grady,Consumer,New York,Office Supplies,Storage,Personal Folder Holder, Ebony,33.63,3,0
731,12/3/2016,Emily Grady,Consumer,New York,Furniture,Chairs,Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black,542.646,3,0.1
732,12/3/2016,Emily Grady,Consumer,New York,Office Supplies,Labels,Avery 520,6.3,2,0
733,1/21/2017,Darrin Sayre,Home Office,Washington,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0
734,1/21/2017,Darrin Sayre,Home Office,Washington,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0
735,1/21/2017,Darrin Sayre,Home Office,Washington,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696,6,0.2
736,1/21/2017,Darrin Sayre,Home Office,Washington,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,0.2
737,1/21/2017,Darrin Sayre,Home Office,Washington,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1,0
738,1/21/2017,Darrin Sayre,Home Office,Washington,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2
739,9/8/2014,Gary Zandusky,Consumer,California,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98,2,0
740,1/4/2014,Phillina Ober,Home Office,Illinois,Office Supplies,Labels,Avery 508,11.784,3,0.2
741,1/4/2014,Phillina Ober,Home Office,Illinois,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.736,3,0.2
742,1/4/2014,Phillina Ober,Home Office,Illinois,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3.54,2,0.8
743,8/27/2016,Sung Shariari,Consumer,Texas,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5,0.2
744,8/27/2016,Sung Shariari,Consumer,Texas,Office Supplies,Paper,Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled,3.528,1,0.2
745,8/27/2016,Sung Shariari,Consumer,Texas,Office Supplies,Paper,Xerox 196,4.624,1,0.2
746,8/27/2016,Sung Shariari,Consumer,Texas,Office Supplies,Supplies,Fiskars 8" Scissors, 2/Pack,55.168,4,0.2
747,5/27/2014,Maya Herman,Corporate,California,Furniture,Tables,KI Conference Tables,567.12,10,0.2
748,5/27/2014,Maya Herman,Corporate,California,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0
749,3/20/2016,Peter Bühler,Consumer,Illinois,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992,1,0.2
750,10/2/2017,Roland Fjeld,Consumer,Michigan,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,3,0
751,10/2/2017,Roland Fjeld,Consumer,Michigan,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74,11,0
752,10/2/2017,Roland Fjeld,Consumer,Michigan,Office Supplies,Art,Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack,56.98,7,0
753,10/2/2017,Roland Fjeld,Consumer,Michigan,Office Supplies,Binders,Avery Durable Binders,2.88,1,0
754,4/7/2016,Yoseph Carroll,Corporate,California,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,3,0.2
755,12/7/2015,Melanie Seite,Consumer,California,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,4,0
756,9/18/2016,Nona Balk,Corporate,Florida,Furniture,Tables,Chromcraft Round Conference Tables,383.438,4,0.45
757,12/29/2014,Debra Catini,Consumer,Minnesota,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0
758,12/29/2014,Debra Catini,Consumer,Minnesota,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,4,0
759,7/23/2017,Christine Phan,Corporate,New York,Office Supplies,Binders,Angle-D Ring Binders,13.128,3,0.2
760,9/18/2017,Barry Französisch,Corporate,Wisconsin,Office Supplies,Paper,Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 200/Messages,22.72,4,0
761,8/31/2015,Andrew Roberts,Consumer,California,Office Supplies,Paper,Xerox 226,58.32,9,0
762,11/3/2017,Julie Creighton,Corporate,Georgia,Office Supplies,Labels,Avery 476,12.39,3,0
763,2/8/2015,Lisa Hazard,Consumer,Ohio,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4
764,1/13/2014,Chris Selesnick,Corporate,Louisiana,Office Supplies,Envelopes,Staple envelope,11.36,2,0
765,1/13/2014,Chris Selesnick,Corporate,Louisiana,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3,0
766,1/13/2014,Chris Selesnick,Corporate,Louisiana,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,0
767,1/13/2014,Chris Selesnick,Corporate,Louisiana,Office Supplies,Binders,3-ring staple pack,5.64,3,0
768,1/13/2014,Chris Selesnick,Corporate,Louisiana,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0
769,5/14/2014,Anthony Johnson,Corporate,Florida,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2
770,5/19/2016,Laurel Elliston,Consumer,Virginia,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0
771,1/30/2017,Benjamin Venier,Corporate,Iowa,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28,2,0
772,1/30/2017,Benjamin Venier,Corporate,Iowa,Technology,Phones,AT&T 841000 Phone,207,3,0
773,1/30/2017,Benjamin Venier,Corporate,Iowa,Office Supplies,Binders,GBC Instant Report Kit,32.35,5,0
774,1/30/2017,Benjamin Venier,Corporate,Iowa,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71,1,0
775,1/30/2017,Benjamin Venier,Corporate,Iowa,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.3,2,0
776,1/30/2017,Benjamin Venier,Corporate,Iowa,Furniture,Furnishings,C-Line Magnetic Cubicle Keepers, Clear Polypropylene,34.58,7,0
777,6/29/2014,Dan Lawera,Consumer,Ohio,Office Supplies,Art,Dixon My First Ticonderoga Pencil, #2,32.76,7,0.2
778,8/21/2015,Nick Zandusky,Home Office,California,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2
779,8/21/2015,Nick Zandusky,Home Office,California,Office Supplies,Paper,Xerox 191,59.94,3,0
780,8/21/2015,Nick Zandusky,Home Office,California,Office Supplies,Paper,Xerox 1974,23.92,4,0
781,8/21/2015,Nick Zandusky,Home Office,California,Office Supplies,Paper,Xerox 1927,4.28,1,0
782,10/3/2015,Bryan Mills,Consumer,Ohio,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,32.07,5,0.7
783,10/3/2015,Bryan Mills,Consumer,Ohio,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24,2,0.2
784,10/3/2015,Bryan Mills,Consumer,Ohio,Furniture,Bookcases,Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray,35.49,1,0.5
785,10/3/2015,Bryan Mills,Consumer,Ohio,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,47.984,2,0.2
786,5/23/2015,Erin Ashbrook,Corporate,South Carolina,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,0
787,3/17/2017,Clay Ludtke,Consumer,California,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2,0.2
788,12/12/2015,Liz Thompson,Consumer,California,Furniture,Chairs,Lifetime Advantage Folding Chairs, 4/Carton,348.928,2,0.2
789,6/26/2015,Sue Ann Reed,Consumer,Virginia,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,4,0
790,6/26/2015,Sue Ann Reed,Consumer,Virginia,Office Supplies,Storage,Decoflex Hanging Personal Folder File, Blue,15.42,1,0
791,6/26/2015,Sue Ann Reed,Consumer,Virginia,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2" X 11",43.04,8,0
792,6/26/2015,Sue Ann Reed,Consumer,Virginia,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,0
793,5/20/2016,Joe Kamberova,Consumer,North Carolina,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2
794,9/20/2014,Erica Smith,Consumer,California,Office Supplies,Labels,Avery 499,9.96,2,0
795,9/20/2014,Erica Smith,Consumer,California,Office Supplies,Paper,Wirebound Message Book, 4 per Page,21.72,4,0
796,9/21/2017,Rick Hansen,Consumer,Minnesota,Office Supplies,Binders,Avery Durable Binders,20.16,7,0
797,12/24/2015,David Bremer,Corporate,New York,Office Supplies,Paper,Xerox 1887,132.79,7,0
798,12/24/2015,David Bremer,Corporate,New York,Office Supplies,Paper,Xerox 1967,12.96,2,0
799,12/24/2015,David Bremer,Corporate,New York,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56,7,0
800,11/27/2015,Carlos Daly,Consumer,California,Furniture,Chairs,Situations Contoured Folding Chairs, 4/Set,283.92,5,0.2
801,2/20/2017,Helen Wasserman,Corporate,California,Furniture,Furnishings,Executive Impressions 14" Contract Wall Clock,22.23,1,0
802,2/20/2017,Helen Wasserman,Corporate,California,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,215.968,2,0.2
803,8/18/2016,Helen Wasserman,Corporate,New York,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,9,0
804,3/12/2016,Mike Caudle,Corporate,Louisiana,Office Supplies,Paper,Xerox 218,12.96,2,0
805,4/22/2017,Gary McGarr,Consumer,California,Furniture,Furnishings,Eldon Stackable Tray, Side-Load, Legal, Smoke,18.28,2,0
806,11/1/2014,Russell Applegate,Consumer,Colorado,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.176,3,0.2
807,11/1/2014,Russell Applegate,Consumer,Colorado,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1983.968,4,0.2
808,2/3/2015,Allen Armold,Consumer,Nebraska,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0
809,2/3/2015,Allen Armold,Consumer,Nebraska,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97,3,0
810,10/13/2014,Zuschuss Carroll,Consumer,Washington,Office Supplies,Art,Newell 32,11.52,4,0
811,10/13/2014,Zuschuss Carroll,Consumer,Washington,Furniture,Tables,Bevis Round Bullnose 29" High Table Top,1298.55,5,0
812,10/13/2014,Zuschuss Carroll,Consumer,Washington,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,4,0
813,10/13/2014,Zuschuss Carroll,Consumer,Washington,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2,0
814,5/14/2017,Pauline Johnson,Consumer,California,Furniture,Furnishings,Eldon Stackable Tray, Side-Load, Legal, Smoke,18.28,2,0
815,5/14/2017,Pauline Johnson,Consumer,California,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,0
816,3/20/2015,Bart Watters,Corporate,Wisconsin,Office Supplies,Paper,Xerox 205,51.84,8,0
817,9/15/2016,Dean Braden,Consumer,Pennsylvania,Office Supplies,Paper,Xerox 1968,5.344,1,0.2
818,6/28/2014,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Paper,Xerox 1995,41.472,8,0.2
819,6/28/2014,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.168,3,0.7
820,6/28/2014,Cynthia Arntzen,Consumer,Pennsylvania,Furniture,Chairs,Global Leather Executive Chair,1228.465,5,0.3
821,6/28/2014,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.086,3,0.7
822,6/28/2014,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Paper,Xerox 1941,335.52,4,0.2
823,6/20/2017,Toby Ritter,Consumer,New Jersey,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0
824,6/20/2017,Toby Ritter,Consumer,New Jersey,Office Supplies,Labels,Avery 508,9.82,2,0
825,5/9/2014,Patrick Gardner,Consumer,California,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0
826,5/9/2014,Patrick Gardner,Consumer,California,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0
827,8/21/2017,Greg Tran,Consumer,Minnesota,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35,7,0
828,8/21/2017,Greg Tran,Consumer,Minnesota,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,4,0
829,8/21/2017,Greg Tran,Consumer,Minnesota,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0
830,6/16/2017,Joel Eaton,Consumer,Kentucky,Furniture,Chairs,Global Airflow Leather Mesh Back Chair, Black,301.96,2,0
831,6/16/2017,Joel Eaton,Consumer,Kentucky,Office Supplies,Appliances,Fellowes Smart Surge Ten-Outlet Protector, Platinum,180.66,3,0
832,6/16/2017,Joel Eaton,Consumer,Kentucky,Technology,Phones,Pyle PMP37LED,191.98,2,0
833,6/16/2017,Joel Eaton,Consumer,Kentucky,Technology,Phones,Clarity 53712,65.99,1,0
834,7/23/2016,Jennifer Braxton,Corporate,Florida,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216,2,0.2
835,7/23/2016,Jennifer Braxton,Corporate,Florida,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner, Large Room,23.696,2,0.2
836,7/23/2016,Jennifer Braxton,Corporate,Florida,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,1,0.5
837,9/8/2014,Lisa Hazard,Consumer,Texas,Office Supplies,Binders,GBC ProClick Punch Binding System,51.184,4,0.8
838,11/4/2017,James Lanier,Home Office,Tennessee,Office Supplies,Paper,Adams Telephone Message Books, 5 1/4” x 11”,9.664,2,0.2
839,3/7/2016,Ed Braxton,Corporate,Texas,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,3,0.2
840,11/20/2015,Brian Moss,Corporate,New York,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0
841,11/20/2015,Brian Moss,Corporate,New York,Office Supplies,Art,Newell 335,11.52,4,0
842,11/20/2015,Brian Moss,Corporate,New York,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,4,0.2
843,11/7/2016,Eudokia Martin,Corporate,California,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,0.2
844,11/7/2016,Eudokia Martin,Corporate,California,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2
845,11/7/2016,Eudokia Martin,Corporate,California,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,0
846,11/7/2016,Eudokia Martin,Corporate,California,Office Supplies,Labels,Avery 486,14.62,2,0
847,10/13/2015,Art Foster,Consumer,Kentucky,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,7,0
848,10/13/2015,Art Foster,Consumer,Kentucky,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94,3,0
849,1/1/2017,Guy Armstrong,Consumer,Ohio,Furniture,Furnishings,Linden 10" Round Wall Clock, Black,48.896,4,0.2
850,2/7/2014,Cyma Kinney,Corporate,New Jersey,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,0
851,6/20/2016,Dave Poirier,Corporate,California,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0
852,6/20/2016,Dave Poirier,Corporate,California,Office Supplies,Paper,Xerox 202,38.88,6,0
853,5/28/2016,Valerie Dominguez,Consumer,Mississippi,Office Supplies,Art,Boston School Pro Electric Pencil Sharpener, 1670,185.88,6,0
854,2/19/2016,Greg Tran,Consumer,New York,Furniture,Furnishings,Executive Impressions 14" Contract Wall Clock,44.46,2,0
